neighbourhood_cleansed,listing_id,price,adjusted_price,minimum_nights,maximum_nights,latitude,longitude,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,guests_included,new_price
Malta e Canidelo,34183166.60057061,63.316690442225394,63.30813124108417,2.7774607703281027,92.78174037089872,41.303373024251435,-8.651161069900114,3.0014265335235377,1.9985734664764623,2.499286733238231,3.499286733238231,0.0,15.00713266761769,9.985734664764623,1.4992867332382311,4.120859850861285
Mansores,21271336.8254497,127.66022651565623,127.66022651565623,2.414390406395736,941.3211192538308,40.93724192538355,-8.360541045969386,6.216522318454364,1.1705529646902064,3.0459693537641575,3.508327781479014,0.0,5.846102598267821,4.676882078614257,1.4383744170552966,4.738392936709442
Matosinhos e Leça da Palmeira,27760338.98035347,86.31616794464186,86.06437254535254,3.5341686927248923,717.230624649336,41.18348353497159,-8.690762917617947,3.7883299046194128,1.3360014961660744,1.5856274546474658,2.272180662053488,60.505086964653074,17.61715915466617,8.480680755563867,1.8779970076678512,4.050639346355688
Melres e Medas,19302462.243858237,205.4965767217076,205.3266210229561,2.7233185662505033,833.0789367700362,41.070129506643994,-8.417879822794863,8.186669351590817,3.031816351188079,3.888038662907773,4.8598469593233995,183.2460732984293,31.498187676198146,6.343133306484092,2.563834071687475,5.105144818789804
Milheirós,35637768.0,30.0,30.0,30.0,91.0,41.20998999999979,-8.59457000000005,4.0,1.0,2.0,3.0,0.0,30.0,5.0,2.0,3.4011973816621617
Milheirós de Poiares,32535179.02234637,74.94413407821229,74.94413407821229,1.0,1125.0,40.922891508379934,-8.469650726257065,4.022346368715084,1.782122905027933,1.6089385474860336,2.217877094972067,0.0,0.0,0.5586592178770949,1.0670391061452513,4.204127936148661
Mindelo,20536327.570442285,98.15318230852212,98.15318230852212,3.17108953613808,824.2343042071197,41.3089603991364,-8.733383788565343,6.106148867313916,1.9393743257820928,2.868824163969795,4.028694714131607,57.14131607335491,28.059115426105716,9.153182308522114,2.3188781014023734,4.427689862438068
Modivas,45853895.0,30.0,30.0,2.0,1125.0,41.298109999999994,-8.68221,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.401197381662156
Moldes,29386739.25,82.72549019607843,82.72549019607843,1.8651960784313726,1119.485294117647,40.916903750000294,-8.216734999999948,5.75,0.875,2.875,3.75,0.0,0.0,0.0,0.875,4.411300880673043
Monte Córdova,24476487.016460907,120.81893004115226,120.81893004115226,2.8261316872427984,1082.9398148148148,41.32140554012466,-8.426388168724332,6.216563786008231,1.918724279835391,2.1980452674897117,3.037037037037037,135.10802469135803,16.75925925925926,5.317901234567901,2.037037037037037,4.603366446958936
Moreira,29812260.01667398,76.4023694602896,76.4023694602896,1.252888693871581,700.7114231388035,41.24168800058635,-8.65923026034796,3.9338891326605236,1.3091999414948077,1.3383062746818781,2.3235337136170835,154.23431329530496,1.4041246160596752,5.142606406318561,1.2290478279947346,4.224113252542398
Mozelos,26160328.0,70.05128205128206,70.05128205128206,1.9943019943019944,1121.7948717948718,41.00108,-8.582229999999983,6.0,2.0,3.0,4.0,0.0,50.0,5.0,4.0,4.249214823445582
Muro,19164221.853893265,144.01574803149606,143.82939632545933,2.7130358705161854,1112.5196850393702,41.29580883639539,-8.59691789151368,8.167979002624673,2.540682414698163,3.9273840769903763,5.167979002624672,61.41732283464567,9.186351706036746,13.79265091863517,4.680664916885389,4.934922809747344
Negrelos (São Tomé),28651817.0,428.77492877492875,428.77492877492875,3.0,60.0,41.34714999999973,-8.409810000000068,16.0,10.0,9.0,16.0,250.0,0.0,30.0,16.0,6.04390440497829
Nogueira do Cravo e Pindelo,22632778.284629982,21.27134724857685,21.27134724857685,0.9971537001897534,1064.8339658444022,40.890375445920775,-8.45324523719169,8.004743833017077,2.6650853889943074,3.0,4.672675521821632,0.0,20.0,12.012333965844402,1.9971537001897532,3.010432452917092
Nogueira e Silva Escura,32139498.382066276,108.96296296296296,108.96296296296296,2.925925925925926,734.8343079922028,41.25757228070229,-8.591255029239777,5.953216374269005,3.294346978557505,2.9766081871345027,3.9766081871345027,0.0,11.237816764132553,3.1773879142300196,1.9532163742690059,4.608605183073474
"O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail",23391676.140355676,93.99781121751026,93.89986320109439,2.073871409028728,764.8374829001368,40.8399245608765,-8.484609595075199,6.685362517099863,1.93844049247606,2.478248974008208,3.0093023255813955,261.09439124487005,20.76060191518468,12.537619699042407,2.877154582763338,4.277206328769467
Oliveira do Douro,24743460.686816588,73.8786878481535,73.84598720858263,2.2699608004951517,782.2899731792861,41.12656432019823,-8.591524407881359,4.433979781308025,1.4590468330926347,1.8772436558696102,2.4134516195584896,90.90788116360635,12.705075304311945,9.034660614813287,1.9846296678357747,4.055178450857695
Ossela,19714283.51010101,139.65151515151516,139.65151515151516,2.409090909090909,1123.1060606060605,40.82197518518492,-8.4324527104377,6.474747474747475,2.2373737373737375,2.824915824915825,6.537037037037037,41.245791245791246,0.0,8.813131313131313,1.5875420875420876,4.704918488848702
Parada de Todeia,22019360.843791723,160.17089452603471,160.17089452603471,2.6695594125500666,735.3070761014686,41.16122379172252,-8.376493170894499,7.953271028037383,2.0854472630173566,3.046728971962617,4.696261682242991,46.728971962616825,22.897196261682243,5.861148197596796,2.5353805073431244,4.942786633273459
Paramos,43981915.8697479,72.71428571428571,72.71428571428571,2.4327731092436973,902.155462184874,40.96415608875905,-8.635614042767754,3.2983193277310923,0.9369747899159664,1.1932773109243697,1.9747899159663866,273.109243697479,3.2563025210084033,0.0,0.9369747899159664,4.2588226170933
Paranhos,25075025.924301848,51.538993921077825,51.07326427739264,5.377089269029795,852.5187904444418,41.16985835034881,-8.605226311269565,3.2398636568119685,1.5333244898665406,1.3977541439331895,2.0916509983505014,37.452735514978144,14.356395556734684,5.307706504562075,1.6410898227077158,3.622105438192779
Paredes,25638129.73815087,83.75801068090787,83.75801068090787,2.1258344459279037,983.8442923898531,41.20272839285595,-8.344331131509218,2.8481308411214954,0.9118825100133512,0.8915220293724967,1.3576435246995995,5.841121495327103,6.622997329773031,4.623664886515354,1.544392523364486,4.294505721438821
Pedroso e Seixezelo,25112129.165502183,81.53799126637554,81.50917030567686,1.648471615720524,1049.816593886463,41.05547475982653,-8.560564567685558,4.314410480349345,1.3807860262008733,1.388646288209607,2.6253275109170304,0.0,16.137554585152838,9.997816593886462,1.077292576419214,3.906437906667408
Pedrouços,20774344.455634426,37.34930493936705,37.37814256137238,3.9547471162377996,746.4871339840284,41.185953114464034,-8.588369760425591,3.3874593315587105,1.541407867494824,1.4001774622892635,2.2012718130730553,10.056196391600118,14.020260278024253,6.197426796805678,1.9127477077787636,3.3939754486965117
"Perafita, Lavra e Santa Cruz do Bispo",23563981.91540092,69.7090692334864,69.62588308018368,2.4771282232426706,702.736797951254,41.2417827993642,-8.71253491389849,4.008256799717414,1.3287265983751324,1.7242140586365242,2.2623189685623455,108.0735605793006,19.410543977393147,6.805810667608619,1.5811550688802543,4.072451095759573
"Pinheiro da Bemposta, Travanca e Palmaz",21404524.64206762,36.34037711313394,36.34037711313394,1.2269180754226268,870.7665799739922,40.78796658647609,-8.49067302340738,2.856957087126138,1.821521456436931,1.2321196358907673,2.0507152145643692,0.39011703511053314,2.282184655396619,1.7877113133940181,1.114109232769831,3.28294327945968
"Póvoa de Varzim, Beiriz e Argivai",26992999.41877117,158.71960626488246,158.6651239225945,3.6747996109601906,730.6066673374249,41.38329267733664,-8.764445028507371,4.67853908843948,1.32880571486065,1.9077036589864842,2.897155984840863,85.5522017640943,13.54413589563001,4.8321762752792035,1.9743938021933796,4.156145562781057
Ramalde,23794724.56020179,81.88831015674906,81.83635529785596,2.6924147871521464,701.6720718064632,41.166733741175456,-8.638895657217942,3.778389268340622,1.2949077031431706,1.5864085302933517,2.4255974317396363,75.34692807888229,13.583345617741962,7.233944277922461,1.7758996281918988,3.867663159475681
Rates,32622363.00091033,99.60127446517978,99.60127446517978,1.9585798816568047,781.2253072371416,41.427642052798774,-8.673736440600992,6.297223486572599,1.9599453800637232,2.1661356395084206,3.421028675466545,128.0382339553937,5.594446973145198,8.40737369139736,2.9631315430132,4.318025778754077
Rebordosa,28292033.76166832,82.65541211519364,82.2462760675273,2.8391261171797417,745.501489572989,41.21717907646476,-8.420371360476722,6.33862959285005,1.6077457795431975,2.6454816285998013,5.061569016881827,86.64349553128103,34.13108242303873,15.035749751737836,2.594836146971202,4.308449809708924
Recarei,7234445.0,250.0,250.0,7.0,1125.0,41.14970999999979,-8.442210000000031,10.0,4.0,4.0,7.0,300.0,0.0,0.0,1.0,5.521460917862226
Reguenga,35686662.81740371,100.42796005706134,100.42796005706134,1.6034236804564908,675.7974322396576,41.27261067047078,-8.45564708987155,4.0,1.0,2.0,2.499286733238231,0.0,35.0,0.0,1.0,4.603886950010863
Retorta e Tougues,16881871.943441063,43.81701520912547,43.81701520912547,1.9961977186311788,1122.861216730038,41.35645525665307,-8.718353037072378,2.5004752851711025,1.0,1.1668250950570342,1.5,0.0,10.167300380228136,0.0,1.0,3.7577587847604246
Rio Mau e Arcos,16706178.824285714,78.25571428571429,78.25571428571429,1.87,578.2607142857142,41.39951810000004,-8.678418692857269,3.4971428571428573,1.2492857142857143,1.9985714285714287,2.4985714285714287,0.0,29.914285714285715,18.739285714285714,1.5007142857142857,4.307590688197219
Rio Tinto,29034833.01615553,50.924288061336256,50.55757119386637,3.1126095290251916,644.6797645125959,41.18166655404325,-8.569521556310429,3.2970974808324205,1.5917305585980284,1.3365963855421688,2.1720974808324205,34.17305585980285,8.20317634173056,3.131161007667032,1.3093510405257394,3.6596444467473086
Roge,9008153.114798974,130.50727117194182,131.52557741659538,1.5272882805816939,1077.1344739093242,40.862470302822814,-8.349812333618207,5.4,2.13071000855432,2.2506415739948675,3.4910179640718564,0.0,0.0,9.578272027373824,1.8999144568006843,4.589296506400183
Romariz,22767981.375,74.14182692307692,74.14182692307692,2.1225961538461537,191.10576923076923,40.95367038461562,-8.447914230769179,4.3173076923076925,0.8413461538461539,1.3173076923076923,2.3173076923076925,0.0,0.0,0.0,0.8413461538461539,4.147857564721127
Rossas,5326605.633380884,132.81740370898717,132.81740370898717,3.209700427960057,999.90727532097,40.90528517831646,-8.302489001426585,4.998573466476462,1.9985734664764623,2.0,2.9985734664764623,0.0,0.0,0.0,1.0,4.800107776306598
"Sandim, Olival, Lever e Crestuma",29040583.942571208,239.94426481909161,239.93964588144726,1.9159353348729793,635.5565819861432,41.03976708237187,-8.508925247112614,5.623402617397998,2.4734411085450345,2.716551193225558,3.758275596612779,125.41955350269438,19.744418783679755,4.531793687451886,2.2634334103156273,4.883061523164459
Sanguedo,24358601.632420093,60.95490867579909,60.95490867579909,5.600456621004566,903.167808219178,41.00610770547875,-8.512463384703082,3.404109589041096,1.5998858447488584,2.20148401826484,2.401826484018265,40.06849315068493,7.200342465753424,6.004566210045662,2.0017123287671232,3.607026361707814
Santa Eulália,19270729.211310662,186.34314100114636,186.34314100114636,2.265953381734811,1077.61100496752,40.92290793656785,-8.274537179977058,5.971341230416508,2.6713794421092856,2.6522735957202905,3.713030187237295,123.40466182651892,12.340466182651891,2.6595338173481085,1.3989300726022162,5.048095921800853
"Santa Maria da Feira, Travanca, Sanfins e Espargo",21945973.68168377,52.36180205253088,52.36180205253088,1.8848495390502695,747.6239345973213,40.92433620803538,-8.55528320229633,4.205774917376935,1.4635588798051835,1.6202817881370672,3.266133240563576,9.132022960514872,3.9711254131153244,3.871108018785876,1.7688293616281092,3.748279039004756
Santa Maria de Lamas,31399315.41044776,53.669154228855724,53.669154228855724,3.873134328358209,161.0597014925373,40.97231910447744,-8.571319701492502,4.253731343283582,1.7462686567164178,2.0,2.126865671641791,0.0,34.92537313432836,0.0,0.8731343283582089,3.9767471461548523
Santa Marinha e São Pedro da Afurada,25472571.02959875,92.92044467604656,92.75310057321522,2.6391027072632074,759.5634482245217,41.135249061764306,-8.616264331474387,4.27643862130574,1.2775056453013722,1.6057321521625847,2.456140350877193,60.88725278542892,17.027936177076356,8.252646467654284,1.99583612496588,4.071634763626005
Serzedo e Perosinho,21724998.97867804,57.87348969438521,57.87348969438521,2.9893390191897655,845.4371002132197,41.05617516702181,-8.578050255863523,4.736318407960199,1.496090973702914,2.2430703624733477,2.740582800284293,111.62046908315565,38.60341151385928,21.033404406538736,2.0,3.935198959016666
Silvalde,27297836.886776146,38.14779602420052,38.14779602420052,3.0259291270527227,789.4122731201383,40.99798172860883,-8.641704079515947,3.3820224719101124,1.3025064822817631,1.961970613656007,2.226447709593777,52.234226447709595,18.314606741573034,8.349178910976663,1.3811581676750215,3.6217721846541933
Sobreira,21060311.66421343,92.74149034038638,92.74149034038638,3.0680772769089235,1121.0588776448942,41.13745044158261,-8.387285942962265,5.9429622815087395,1.6467341306347747,2.6154553817847286,3.000919963201472,128.79484820607175,0.0,14.51701931922723,2.6191352345906163,4.512891468322252
Sobrosa,46198020.5,43.5,43.5,1.0,1125.0,41.26261500000007,-8.358555000000015,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.7673813285187703
"St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães",25207514.136681076,75.66045892916529,75.66045892916529,2.4097106750914534,573.4196873960758,41.33753765214617,-8.466426584635515,5.057864981709345,1.5151313601596275,2.41303624875291,2.6471566345194546,17.509145327569005,9.918523445294314,7.443631526438311,2.9142001995344198,4.115856795920051
São Félix da Marinha,28144093.896160334,76.96334168413519,76.8635922081906,2.397924229255074,682.3459277059154,41.0312116304563,-8.64188690372791,4.224449102714862,1.5559077662457181,1.9096579579733115,2.89702950048571,103.27777493736899,16.629071015900607,7.517408865483921,2.0105833631576258,4.024133309281784
São João da Madeira,28022124.616494555,40.168906493139055,40.168906493139055,1.2162965058707031,1031.242608572641,40.89715900551549,-8.493956645918859,2.4078370349412928,1.0256047531475456,1.0495119536002264,1.796718064789928,4.951195360022634,2.479134248125619,1.411515065780167,1.6586504456075823,3.657246815285274
São João de Ver,24096822.162364695,33.16402997502082,33.16402997502082,1.5611990008326395,948.5970024979184,40.943406286427006,-8.563203397168952,6.208992506244796,1.0,2.6835970024979185,3.6835970024979185,0.0,14.025811823480433,12.626977518734389,1.8417985012489593,3.48201076094244
São Mamede de Infesta e Senhora da Hora,26174927.12661808,83.41928641357555,83.32334384858044,5.014277167409986,880.2332481235723,41.186621709729685,-8.639104895845493,3.5198792559556185,1.1544653540737517,1.4870009790057652,2.0964592624823237,65.71442945719569,15.037718916566954,5.150331774176004,1.8198629391928642,3.7455667758316014
São Martinho da Gândara,21660610.007132668,31.00570613409415,31.00570613409415,1.4992867332382311,576.7189728958631,40.84419114122739,-8.525414850213917,3.5021398002853066,1.0,2.0014265335235377,2.0014265335235377,0.0,0.0,7.510699001426533,1.4992867332382311,3.4257775644569364
São Miguel do Mato,26350104.465201464,178.55128205128204,178.55128205128204,2.7051282051282053,749.6300366300367,40.97652274725284,-8.397428974359004,9.315018315018316,0.6575091575091575,3.3150183150183152,5.315018315018315,0.0,0.0,0.0,0.6575091575091575,5.1619526229651385
São Miguel do Souto e Mosteirô,38920267.0,15.0,15.0,0.9926470588235294,2.9779411764705883,40.89205000000006,-8.523339999999981,2.0,1.0,1.0,4.0,100.0,10.0,0.0,1.0,2.708050201102201
São Paio de Oleiros,7177811.0,158.66666666666666,158.66666666666666,4.57,502.51666666666665,40.984870000000186,-8.594459999999977,8.0,3.0,3.0,3.0,0.0,0.0,15.0,6.0,5.025600443300872
São Pedro Fins,399584.0,131.46285714285713,131.46285714285713,3.0,1125.0,41.25362999999974,-8.543189999999987,7.0,2.0,3.0,5.0,0.0,20.0,20.0,4.0,4.873993559256676
São Pedro de Castelões,21191073.969981916,132.29439421338157,132.29439421338157,2.9471971066907776,982.0350813743219,40.829471703435075,-8.398481247739822,7.51754068716094,2.54249547920434,2.7367088607594936,4.615189873417721,50.77757685352622,21.971066907775768,5.945750452079566,2.769620253164557,4.632416039727998
São Roque,15532846.711229946,71.87433155080214,71.87433155080214,1.9304812834224598,1121.9919786096257,40.87353347593551,-8.466368609625635,2.128342245989305,0.9358288770053476,1.0641711229946524,1.1283422459893049,0.0,0.0,32.75401069518717,0.9358288770053476,4.250212136219506
Touguinha e Touguinhó,19329629.46403302,111.36379716981132,111.36379716981132,4.293042452830188,762.8107311320755,41.37544050707625,-8.710117641509417,5.317806603773585,1.9652122641509433,2.125,2.770047169811321,107.54716981132076,38.491745283018865,3.714622641509434,2.087853773584906,4.425209479757077
Tropeço,10939309.9971831,197.08920187793427,197.08920187793427,4.59906103286385,518.5070422535211,40.942198225352044,-8.307157352112835,6.670422535211268,2.664788732394366,2.335211267605634,3.6704225352112676,284.92957746478874,45.140845070422536,6.704225352112676,4.687323943661972,5.065685686736735
Urrô,28525891.487690505,92.26377491207504,92.22274325908558,2.6025791324736227,781.9021101992965,40.916554531067845,-8.28956948710425,4.65474794841735,1.2321219226260258,1.5120164126611957,2.8177022274325907,56.41852286049238,10.268171160609613,8.726553341148886,1.3352872215709262,4.418993547688124
Valongo,19584928.475312144,59.753405221339385,59.753405221339385,3.783200908059024,813.1994892167991,41.197034838251305,-8.500101801929555,3.488081725312145,1.423382519863791,1.3450624290578888,1.7153802497162316,73.35414301929626,16.018728717366628,12.379965947786607,1.4721906923950057,3.9661759114095645
Vila Chã,23757377.651594814,85.16114616193481,85.0471433578689,5.230108657553452,773.4765159481248,41.29677781720876,-8.730851373991268,5.048019628461269,1.582895198037154,2.3310550297932,3.370750087627059,112.23273746933053,16.667104801962846,8.723010865755345,2.599982474588153,4.303535713679994
"Vila Chã, Codal e Vila Cova de Perrinho",44504788.0,65.0,65.0,2.0,1125.0,40.847120000000096,-8.394770000000022,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.174387269895645
Vila Nova da Telha,31411693.664778326,85.82684729064039,85.64556650246305,3.026847290640394,741.4911330049262,41.24741922906502,-8.670797623152922,4.701477832512316,1.0985221674876848,1.5103448275862068,3.6266009852216747,629.8152709359606,25.53103448275862,2.7881773399014778,2.0519704433497536,4.298537922262915
Vila Nova do Campo,45202330.0,228.55345911949686,228.55345911949686,2.0,236.60377358490567,41.34806000000004,-8.358469999999983,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.424791474517554
Vila de Cucujães,9213840.487106018,86.84097421203438,86.84097421203438,2.0,606.0171919770773,40.87044776504314,-8.496939512894091,8.997134670487107,2.997134670487106,3.498567335243553,3.498567335243553,0.0,19.94269340974212,0.0,6.484240687679083,4.4330150468461245
Vila do Conde,25675267.731639743,81.03709616829451,80.90277516904582,2.571914913598798,775.2913692712247,41.35524947455172,-8.7497362281656,4.381456611570248,1.4655569120961682,1.9866172051089406,2.616101615326822,79.37298084147258,11.503780052592036,7.3375986100676185,1.823159278737791,4.217269253359658
Vilar de Andorinho,31485054.052333806,61.35961810466761,61.35961810466761,24.39038189533239,724.998585572843,41.09891251226147,-8.587139391125456,4.190947666195191,1.2125176803394626,2.085926449787836,2.3479490806223478,25.106082036775106,15.38012729844413,6.389851485148514,1.4515558698727016,3.7899790594369507
Vilar de Pinheiro,33231631.825064156,74.5038494439692,74.5038494439692,4.887510692899914,913.6569717707442,41.26720034217272,-8.667735057741632,3.103507271171942,0.974764756201882,1.7243370402053038,2.138793840889649,68.15654405474764,12.74272882805817,6.659538066723695,1.6026518391787852,4.109032401329314
Vilar e Mosteiró,27769031.0,49.24715909090909,49.24715909090909,2.6306818181818183,1125.0,41.2789499999999,-8.676230000000025,4.0,1.0,0.0,2.0,0.0,20.0,5.0,2.0,3.880217322203667
Várzea,37357816.0,125.47008547008546,125.47008547008546,1.9743589743589745,1125.0,40.92238999999982,-8.307650000000043,6.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.828178886041656
Água Longa,32004111.106446777,220.40929535232385,220.40929535232385,3.1934032983508245,704.7346326836582,41.27470764617672,-8.499872413793113,6.950524737631184,1.457271364317841,3.475262368815592,4.950524737631184,262.3688155922039,46.626686656671666,3.058470764617691,1.3403298350824588,5.288199623584477
Águas Santas,30613051.61682004,90.47290388548058,90.42689161554192,2.9026073619631902,882.1855828220858,41.20795454498761,-8.564184900306907,4.052658486707567,1.4166666666666667,1.7640593047034765,2.655930470347648,225.15337423312883,17.33256646216769,3.096114519427403,1.8059815950920246,3.839132898185773
Árvore,25344209.974643424,139.46117274167986,139.43581616481774,2.8861218021281414,912.4458908761603,41.33286106859861,-8.730824311750418,5.495245641838352,1.6051618745755036,2.336087842426987,3.1823635952003624,99.08422005886348,26.135159610595426,5.7356803260131315,1.7494906044826806,4.543946922497934
